"ImageId","Label"
1,"2"
2,"0"
3,"5"
4,"5"
5,"1"
6,"5"
7,"0"
8,"3"
9,"0"
10,"3"
11,"3"
12,"5"
13,"4"
14,"0"
15,"4"
16,"0"
17,"5"
18,"1"
19,"4"
20,"0"
21,"4"
22,"1"
23,"1"
24,"5"
25,"7"
26,"5"
27,"2"
28,"4"
29,"7"
30,"7"
31,"5"
32,"5"
33,"4"
34,"1"
35,"6"
36,"3"
37,"5"
38,"1"
39,"1"
40,"6"
41,"7"
42,"4"
43,"7"
44,"4"
45,"3"
46,"4"
47,"1"
48,"3"
49,"1"
50,"1"
51,"6"
52,"3"
53,"1"
54,"3"
55,"4"
56,"5"
57,"1"
58,"2"
59,"5"
60,"5"
61,"5"
62,"1"
63,"7"
64,"6"
65,"0"
66,"0"
67,"1"
68,"7"
69,"0"
70,"1"
71,"6"
72,"4"
73,"3"
74,"3"
75,"2"
76,"0"
77,"4"
78,"4"
79,"1"
80,"3"
81,"5"
82,"1"
83,"1"
84,"3"
85,"4"
86,"1"
87,"5"
88,"7"
89,"6"
90,"7"
91,"5"
92,"5"
93,"6"
94,"6"
95,"1"
96,"4"
97,"3"
98,"7"
99,"5"
100,"5"
101,"3"
102,"3"
103,"1"
104,"0"
105,"7"
106,"5"
107,"0"
108,"3"
109,"0"
110,"5"
111,"5"
112,"0"
113,"6"
114,"5"
115,"1"
116,"2"
117,"1"
118,"1"
119,"5"
120,"3"
121,"3"
122,"7"
123,"6"
124,"1"
125,"1"
126,"5"
127,"3"
128,"7"
129,"5"
130,"7"
131,"5"
132,"1"
133,"5"
134,"0"
135,"0"
136,"0"
137,"3"
138,"1"
139,"3"
140,"6"
141,"5"
142,"3"
143,"4"
144,"5"
145,"5"
146,"7"
147,"4"
148,"5"
149,"1"
150,"1"
151,"5"
152,"3"
153,"6"
154,"6"
155,"6"
156,"5"
157,"7"
158,"3"
159,"5"
160,"2"
161,"3"
162,"6"
163,"7"
164,"3"
165,"1"
166,"1"
167,"7"
168,"6"
169,"5"
170,"0"
171,"2"
172,"7"
173,"4"
174,"6"
175,"1"
176,"5"
177,"7"
178,"1"
179,"1"
180,"2"
181,"4"
182,"1"
183,"3"
184,"2"
185,"4"
186,"4"
187,"1"
188,"1"
189,"6"
190,"0"
191,"6"
192,"1"
193,"4"
194,"2"
195,"6"
196,"0"
197,"4"
198,"7"
199,"6"
200,"4"
201,"1"
202,"5"
203,"0"
204,"1"
205,"4"
206,"0"
207,"2"
208,"4"
209,"6"
210,"2"
211,"0"
212,"4"
213,"3"
214,"6"
215,"7"
216,"2"
217,"1"
218,"6"
219,"3"
220,"4"
221,"2"
222,"5"
223,"1"
224,"6"
225,"1"
226,"6"
227,"5"
228,"6"
229,"1"
230,"0"
231,"0"
232,"5"
233,"7"
234,"1"
235,"7"
236,"3"
237,"2"
238,"1"
239,"1"
240,"6"
241,"3"
242,"6"
243,"2"
244,"3"
245,"4"
246,"3"
247,"7"
248,"1"
249,"1"
250,"5"
251,"4"
252,"4"
253,"1"
254,"1"
255,"2"
256,"7"
257,"1"
258,"1"
259,"4"
260,"3"
261,"5"
262,"3"
263,"3"
264,"3"
265,"1"
266,"0"
267,"6"
268,"3"
269,"5"
270,"1"
271,"6"
272,"6"
273,"6"
274,"3"
275,"7"
276,"5"
277,"1"
278,"5"
279,"2"
280,"6"
281,"0"
282,"7"
283,"1"
284,"0"
285,"3"
286,"5"
287,"4"
288,"1"
289,"4"
290,"7"
291,"6"
292,"4"
293,"7"
294,"7"
295,"7"
296,"6"
297,"3"
298,"6"
299,"3"
300,"3"
301,"6"
302,"7"
303,"1"
304,"2"
305,"6"
306,"2"
307,"5"
308,"1"
309,"7"
310,"3"
311,"2"
312,"6"
313,"5"
314,"6"
315,"6"
316,"3"
317,"5"
318,"7"
319,"1"
320,"1"
321,"4"
322,"1"
323,"1"
324,"4"
325,"2"
326,"7"
327,"5"
328,"1"
329,"5"
330,"7"
331,"5"
332,"5"
333,"1"
334,"3"
335,"6"
336,"1"
337,"0"
338,"6"
339,"6"
340,"6"
341,"6"
342,"5"
343,"1"
344,"2"
345,"1"
346,"0"
347,"6"
348,"6"
349,"6"
350,"2"
351,"6"
352,"7"
353,"7"
354,"1"
355,"4"
356,"1"
357,"7"
358,"4"
359,"2"
360,"1"
361,"3"
362,"6"
363,"3"
364,"3"
365,"7"
366,"2"
367,"3"
368,"5"
369,"1"
370,"6"
371,"7"
372,"5"
373,"4"
374,"7"
375,"7"
376,"5"
377,"4"
378,"6"
379,"3"
380,"7"
381,"5"
382,"5"
383,"3"
384,"4"
385,"2"
386,"5"
387,"1"
388,"1"
389,"3"
390,"7"
391,"1"
392,"7"
393,"5"
394,"4"
395,"6"
396,"1"
397,"1"
398,"1"
399,"7"
400,"3"
401,"4"
402,"7"
403,"6"
404,"1"
405,"1"
406,"1"
407,"5"
408,"5"
409,"6"
410,"3"
411,"3"
412,"6"
413,"4"
414,"1"
415,"1"
416,"4"
417,"1"
418,"1"
419,"3"
420,"5"
421,"4"
422,"6"
423,"6"
424,"6"
425,"5"
426,"1"
427,"4"
428,"7"
429,"4"
430,"7"
431,"4"
432,"2"
433,"5"
434,"1"
435,"1"
436,"1"
437,"3"
438,"4"
439,"6"
440,"5"
441,"1"
442,"4"
443,"4"
444,"4"
445,"1"
446,"4"
447,"5"
448,"5"
449,"3"
450,"7"
451,"1"
452,"5"
453,"6"
454,"7"
455,"3"
456,"4"
457,"1"
458,"3"
459,"1"
460,"6"
461,"1"
462,"7"
463,"3"
464,"0"
465,"1"
466,"1"
467,"7"
468,"4"
469,"4"
470,"1"
471,"1"
472,"7"
473,"4"
474,"6"
475,"6"
476,"5"
477,"1"
478,"6"
479,"5"
480,"6"
481,"5"
482,"3"
483,"1"
484,"2"
485,"5"
486,"4"
487,"4"
488,"7"
489,"3"
490,"7"
491,"5"
492,"4"
493,"3"
494,"7"
495,"5"
496,"7"
497,"5"
498,"5"
499,"1"
500,"0"
501,"6"
502,"6"
503,"7"
504,"6"
505,"1"
506,"3"
507,"3"
508,"3"
509,"6"
510,"6"
511,"7"
512,"5"
513,"1"
514,"4"
515,"3"
516,"2"
517,"1"
518,"7"
519,"6"
520,"5"
521,"5"
522,"4"
523,"0"
524,"7"
525,"7"
526,"1"
527,"0"
528,"1"
529,"1"
530,"5"
531,"0"
532,"7"
533,"3"
534,"2"
535,"1"
536,"6"
537,"6"
538,"3"
539,"7"
540,"1"
541,"0"
542,"1"
543,"3"
544,"1"
545,"0"
546,"5"
547,"0"
548,"7"
549,"2"
550,"1"
551,"1"
552,"3"
553,"0"
554,"3"
555,"6"
556,"0"
557,"5"
558,"7"
559,"6"
560,"2"
561,"6"
562,"3"
563,"1"
564,"1"
565,"6"
566,"3"
567,"5"
568,"1"
569,"1"
570,"5"
571,"5"
572,"7"
573,"3"
574,"1"
575,"0"
576,"4"
577,"1"
578,"2"
579,"5"
580,"2"
581,"3"
582,"1"
583,"2"
584,"6"
585,"7"
586,"1"
587,"5"
588,"6"
589,"2"
590,"6"
591,"2"
592,"2"
593,"1"
594,"6"
595,"3"
596,"6"
597,"6"
598,"6"
599,"0"
600,"3"
601,"1"
602,"1"
603,"7"
604,"1"
605,"6"
606,"7"
607,"2"
608,"5"
609,"5"
610,"5"
611,"7"
612,"5"
613,"3"
614,"3"
615,"2"
616,"4"
617,"4"
618,"6"
619,"0"
620,"4"
621,"1"
622,"3"
623,"4"
624,"5"
625,"3"
626,"3"
627,"1"
628,"3"
629,"6"
630,"1"
631,"6"
632,"1"
633,"1"
634,"6"
635,"1"
636,"4"
637,"7"
638,"4"
639,"3"
640,"3"
641,"6"
642,"4"
643,"4"
644,"6"
645,"5"
646,"5"
647,"5"
648,"4"
649,"1"
650,"2"
651,"5"
652,"4"
653,"6"
654,"0"
655,"1"
656,"5"
657,"5"
658,"3"
659,"3"
660,"4"
661,"2"
662,"3"
663,"7"
664,"0"
665,"5"
666,"1"
667,"1"
668,"3"
669,"3"
670,"6"
671,"3"
672,"4"
673,"4"
674,"3"
675,"3"
676,"7"
677,"4"
678,"5"
679,"6"
680,"0"
681,"6"
682,"4"
683,"3"
684,"5"
685,"1"
686,"3"
687,"4"
688,"6"
689,"7"
690,"4"
691,"1"
692,"6"
693,"0"
694,"1"
695,"7"
696,"4"
697,"3"
698,"4"
699,"7"
700,"2"
701,"4"
702,"5"
703,"4"
704,"0"
705,"6"
706,"6"
707,"7"
708,"4"
709,"6"
710,"7"
711,"1"
712,"2"
713,"1"
714,"3"
715,"7"
716,"6"
717,"2"
718,"3"
719,"7"
720,"3"
721,"4"
722,"2"
723,"1"
724,"0"
725,"1"
726,"5"
727,"6"
728,"4"
729,"7"
730,"5"
731,"7"
732,"1"
733,"3"
734,"1"
735,"1"
736,"7"
737,"1"
738,"3"
739,"1"
740,"3"
741,"4"
742,"2"
743,"3"
744,"5"
745,"3"
746,"7"
747,"2"
748,"7"
749,"1"
750,"5"
751,"5"
752,"4"
753,"4"
754,"1"
755,"1"
756,"1"
757,"7"
758,"1"
759,"1"
760,"5"
761,"7"
762,"0"
763,"5"
764,"0"
765,"4"
766,"0"
767,"6"
768,"3"
769,"1"
770,"2"
771,"5"
772,"3"
773,"0"
774,"1"
775,"6"
776,"3"
777,"4"
778,"6"
779,"3"
780,"1"
781,"1"
782,"6"
783,"7"
784,"5"
785,"3"
786,"6"
787,"3"
788,"7"
789,"1"
790,"3"
791,"6"
792,"6"
793,"5"
794,"0"
795,"5"
796,"4"
797,"1"
798,"6"
799,"4"
800,"7"
801,"1"
802,"1"
803,"3"
804,"5"
805,"5"
806,"7"
807,"4"
808,"6"
809,"7"
810,"1"
811,"4"
812,"4"
813,"7"
814,"1"
815,"5"
816,"4"
817,"6"
818,"4"
819,"7"
820,"5"
821,"3"
822,"0"
823,"6"
824,"0"
825,"1"
826,"1"
827,"6"
828,"4"
829,"5"
830,"1"
831,"1"
832,"1"
833,"3"
834,"4"
835,"3"
836,"7"
837,"6"
838,"1"
839,"3"
840,"5"
841,"1"
842,"4"
843,"0"
844,"1"
845,"5"
846,"6"
847,"4"
848,"2"
